1,3.115,0,0,1,0,0,0,0,1
2,2.182,0,1,0,0,0,1,0,0
3,3.727,0,0,0,0,1,0,0,0
4,1.136,0,0,1,0,0,0,1,0
5,5.0,0,0,0,1,0,1,0,0
6,3.973,0,0,1,0,0,0,1,0
7,5.0,0,1,1,1,0,0,0,0
8,5.0,0,0,0,0,0,0,1,1
9,4.254,0,1,0,1,0,0,0,0
10,4.023,1,0,1,0,0,0,0,0
11,5.0,0,0,0,1,1,0,0,0
12,4.844,0,1,0,1,0,1,0,0
13,3.719,0,1,0,1,0,0,0,1
14,1.601,1,0,0,1,1,0,0,0
15,2.742,0,0,1,0,1,0,0,1
16,3.221,0,0,0,0,0,0,1,1
17,3.955,0,0,0,0,1,0,0,1
18,5.0,0,0,1,0,0,0,0,0
19,4.2,0,1,0,1,0,0,0,0
20,4.185,0,1,0,0,0,0,1,1
21,3.878,0,0,1,1,0,0,1,0
22,3.095,1,0,0,0,0,0,0,1
23,3.904,0,0,0,0,1,0,0,1
24,5.0,0,0,0,1,1,0,0,0
25,3.04,0,0,1,0,0,0,1,0
26,1.819,0,0,0,1,0,0,0,1
27,2.893,0,1,0,1,0,0,0,0
28,5.0,0,1,0,0,0,0,1,1
29,4.311,0,0,1,0,0,0,0,1
30,2.821,0,0,0,1,1,0,0,0
31,4.016,0,0,1,0,0,0,1,0
32,4.097,0,0,0,0,1,0,0,1
33,4.922,0,1,1,0,0,0,0,0
34,4.872,0,0,0,1,0,1,0,0
35,3.167,0,0,0,1,0,0,0,1
36,3.313,0,0,0,1,1,0,0,0
37,4.152,0,0,0,1,0,1,0,0
38,2.967,1,0,0,0,0,0,0,1
39,4.609,1,0,0,0,0,0,0,1
40,3.107,0,0,0,1,0,0,0,1
41,3.886,0,0,0,0,0,1,0,0
42,3.734,0,0,1,0,0,0,1,0
43,4.99,0,0,0,0,1,0,0,1
44,2.146,1,0,1,0,0,0,0,0
45,1.752,1,0,1,0,0,0,0,0
46,4.303,0,1,0,1,0,0,0,0
47,3.598,0,1,0,0,0,1,0,0
48,3.887,0,1,0,0,0,0,0,1
49,3.019,0,1,0,1,0,0,0,0
50,3.988,0,0,0,0,0,0,1,1
51,4.185,0,1,0,1,0,0,0,0
52,4.014,0,1,0,0,0,0,0,1
53,3.034,0,0,0,0,1,1,0,1
54,2.986,1,0,1,0,0,0,0,0
55,5.0,0,0,0,0,1,0,0,1
56,5.0,0,0,0,1,0,1,0,0
57,4.986,1,0,0,0,1,0,0,0
58,3.772,0,0,1,0,0,0,0,1
59,2.923,0,0,1,0,0,0,1,0
60,3.009,0,0,0,1,0,0,0,1
61,3.593,0,0,0,0,0,0,1,0
62,4.986,0,0,0,1,0,0,0,1
63,3.979,0,0,0,1,1,0,0,0
64,5.0,0,0,1,0,0,0,1,0
65,3.013,0,0,0,1,0,0,0,1
66,1.514,1,0,0,0,0,0,0,0
67,3.141,0,0,0,0,1,1,0,0
68,3.104,1,0,0,0,0,0,0,1
69,4.088,0,0,0,0,1,1,0,0
70,3.919,0,0,0,0,0,0,0,1
71,3.17,0,1,1,0,0,0,0,0
72,3.061,0,1,0,0,0,0,0,1
73,4.6,0,0,0,0,1,0,0,0
74,2.911,0,1,0,0,0,0,0,1
75,4.107,0,0,1,0,0,0,0,1
76,4.906,0,1,1,0,0,0,0,0
77,3.771,0,1,0,0,0,0,1,1
78,3.076,0,1,0,1,1,0,0,0
79,5.0,0,0,0,0,1,0,0,0
80,2.875,0,1,0,1,0,0,0,0
81,2.416,0,1,1,0,0,0,0,1
82,4.019,0,1,1,0,0,0,0,0
83,2.988,1,0,0,0,0,0,0,0
84,4.31,0,0,1,0,0,0,1,0
85,1.0,0,1,1,0,0,0,0,0
86,3.181,0,0,1,0,0,0,1,0
87,5.0,1,0,1,0,0,1,0,0
88,3.131,0,1,0,1,0,0,0,0
89,2.651,0,0,1,0,0,0,1,0
90,3.676,0,0,0,1,0,0,0,1
91,3.829,0,1,0,0,1,1,0,0
92,2.844,0,1,0,0,0,0,0,0
93,2.831,0,1,0,1,0,0,0,0
94,5.0,0,0,1,0,0,0,0,1
95,3.102,1,0,0,0,0,0,0,1
96,4.782,0,0,0,1,0,0,0,1
97,2.781,1,0,0,0,0,0,1,1
98,3.069,0,1,0,1,0,0,0,0
99,2.901,0,0,1,0,0,0,1,0
100,4.288,0,0,1,0,0,0,0,1
101,3.924,0,1,0,1,0,1,0,0
102,3.658,0,1,0,0,0,0,0,1
103,3.654,0,0,0,0,1,1,0,0
104,3.932,0,0,1,0,0,0,1,0
105,4.172,1,0,0,0,1,0,1,0
106,4.943,0,0,0,0,0,1,0,0
107,3.896,0,0,0,1,0,0,0,1
108,3.074,0,0,0,0,0,0,0,1
109,4.966,0,1,0,1,0,0,0,0
110,3.965,0,0,0,1,1,1,0,0
111,2.129,0,0,0,1,1,0,0,0
112,5.0,1,0,1,0,1,0,0,0
113,2.492,0,0,0,1,0,1,0,0
114,2.966,0,0,0,1,0,0,0,0
115,4.281,0,1,0,1,0,1,0,0
116,4.734,0,0,0,0,0,0,1,1
117,4.046,0,1,1,0,0,0,0,0
118,3.022,0,0,1,0,0,0,0,1
119,2.977,0,0,0,1,1,1,0,0
120,3.981,1,0,0,0,1,0,0,0
121,1.963,0,0,0,0,0,0,1,1
122,3.71,0,0,0,1,0,0,0,0
123,2.063,0,0,0,1,0,1,0,0
124,3.274,0,0,0,0,1,0,0,0
125,2.801,0,0,1,0,1,0,0,0
126,3.838,0,0,0,0,0,0,1,1
127,3.97,1,0,0,0,1,0,0,0
128,4.928,1,0,0,0,0,0,0,0
129,5.0,0,0,0,0,1,0,1,1
130,1.0,1,0,0,0,0,0,0,1
131,1.614,0,0,0,0,0,1,0,0
132,2.161,0,0,0,0,0,0,0,1
133,3.878,1,0,0,0,1,0,0,0
134,3.307,0,0,0,0,0,0,1,0
135,2.99,0,0,0,1,0,0,0,0
136,4.358,0,1,1,0,0,0,0,0
137,4.072,0,1,1,0,0,0,0,1
138,5.0,1,0,0,0,1,1,0,0
139,2.787,1,0,0,0,1,0,0,0
140,3.191,0,0,0,1,0,0,0,1
141,4.348,1,0,0,0,0,0,0,1
142,3.195,0,0,1,0,0,0,1,0
143,5.0,0,1,0,0,0,0,0,1
144,3.793,0,0,0,0,1,1,0,0
145,3.954,0,1,0,0,0,1,0,0
146,3.173,1,0,1,0,0,0,0,0
147,4.773,0,0,0,1,1,0,0,0
148,3.657,0,0,0,0,0,0,0,1
149,2.178,0,0,0,1,1,0,0,0
150,5.0,0,0,0,0,0,0,1,1
151,3.288,0,0,0,0,0,1,1,1
152,1.758,1,0,0,0,0,0,0,1
153,3.839,0,1,1,1,0,0,0,0
154,5.0,0,0,0,0,1,0,0,1
155,4.432,0,0,1,0,1,0,0,1
156,4.176,0,1,0,0,0,1,0,0
157,3.839,0,1,1,0,0,0,0,0
158,3.74,0,0,0,1,0,1,0,0
159,1.784,0,0,0,0,1,1,0,0
160,3.913,0,1,0,0,0,0,0,1
161,4.783,0,0,0,1,1,0,0,0
162,3.928,1,0,0,0,0,0,0,1
163,3.655,1,0,0,0,1,0,1,0
164,1.277,0,0,0,0,1,0,1,1
165,3.12,0,0,1,0,0,0,0,1
166,4.001,0,0,0,0,0,0,1,0
167,4.002,0,1,0,1,0,1,0,0
168,3.711,0,0,1,0,0,0,0,1
169,3.836,0,0,0,1,0,0,0,0
170,3.813,0,0,1,0,0,0,1,0
171,1.485,0,0,0,0,0,0,1,1
172,3.972,0,0,0,1,0,1,0,0
173,5.0,0,1,0,0,0,0,0,1
174,5.0,0,0,0,1,0,1,0,0
175,3.063,0,0,1,0,0,0,1,0
176,3.006,0,0,0,1,0,1,0,0
177,3.791,0,0,0,1,0,0,1,1
178,2.833,0,0,1,0,0,0,1,0
179,5.0,0,1,0,0,0,0,0,0
180,2.868,1,0,1,0,1,0,0,0
181,3.105,0,0,1,0,0,0,0,1
182,5.0,0,0,1,0,0,0,0,0
183,3.699,1,1,0,0,0,1,0,0
184,3.846,0,1,1,0,0,0,0,0
185,1.0,0,0,0,0,1,0,0,1
186,2.751,0,1,0,1,0,0,0,0
187,3.919,0,0,0,0,0,0,1,1
188,3.8,1,1,0,0,0,1,0,0
189,3.821,1,0,0,1,0,0,0,1
190,2.984,0,1,1,0,0,0,0,0
191,2.211,1,0,0,0,1,0,0,0
192,3.9,0,0,1,0,0,0,0,0
193,4.109,1,0,0,0,1,0,0,1
194,4.02,0,0,1,0,1,0,0,0
195,2.9,0,0,0,0,1,1,0,0
196,3.734,0,0,0,0,0,0,1,1
197,2.91,0,0,0,1,0,1,0,0
198,5.0,1,1,0,0,0,0,0,1
199,4.231,1,0,0,0,0,0,0,1
200,2.037,0,1,0,1,0,1,0,0
201,4.025,0,0,1,0,0,0,0,1
202,4.166,0,1,1,0,0,0,0,0
203,2.555,0,0,1,0,1,0,0,0
204,3.832,0,1,0,0,0,1,0,1
205,4.888,1,0,0,0,0,0,0,0
206,4.032,0,0,0,1,0,0,0,1
207,3.864,0,1,0,0,0,0,0,1
208,3.942,0,0,1,1,1,0,0,0
209,3.183,0,0,1,0,1,0,0,0
210,4.904,0,0,0,1,0,1,0,0
211,3.975,0,1,0,0,0,1,0,0
212,2.941,0,1,0,1,0,0,0,0
213,5.0,0,0,0,0,1,0,0,0
214,1.991,0,1,0,1,0,0,0,0
215,3.002,1,0,1,0,0,0,0,0
216,3.664,0,1,1,0,0,0,0,0
217,5.0,0,0,0,1,1,0,1,0
218,4.151,0,0,0,0,1,1,0,0
219,4.23,0,0,0,1,1,0,1,0
220,2.745,0,0,0,0,1,0,0,1
221,5.0,0,0,0,1,0,0,0,1
222,4.19,1,0,0,0,0,0,0,1
223,3.62,1,1,0,1,0,0,0,0
224,3.462,0,1,0,1,0,0,0,0
225,4.196,0,0,0,1,1,0,0,0
226,4.979,0,0,0,1,0,0,0,1
227,4.103,0,1,0,0,0,0,0,0
228,4.141,0,0,1,0,0,0,0,0
229,4.783,0,0,1,0,1,0,0,0
230,4.971,1,0,1,0,0,0,0,0
231,4.153,0,0,0,0,1,0,0,1
232,3.798,0,1,0,1,1,0,0,0
233,2.323,0,0,1,0,1,0,0,0
234,1.0,0,0,0,1,0,1,0,0
235,2.826,0,0,1,0,0,0,0,1
236,4.01,0,0,0,0,1,0,0,1
237,4.902,0,1,1,0,0,0,0,0
238,2.882,0,0,0,0,0,0,0,1
239,3.018,0,1,0,1,0,1,0,0
240,3.938,0,0,0,1,1,0,0,0
241,3.932,0,0,1,0,1,0,0,0
242,3.823,0,1,0,1,0,0,0,1
243,5.0,0,1,0,0,0,1,0,0
244,1.136,0,0,1,0,1,0,0,0
245,3.118,0,0,0,0,0,0,0,1
246,3.146,0,0,1,0,0,0,0,1
247,4.795,0,1,0,0,0,0,0,1
248,5.0,0,0,1,0,0,0,0,0
249,5.0,0,0,1,0,0,0,0,1
250,4.199,1,0,1,0,0,0,0,0
251,2.021,0,0,1,0,0,0,1,0
252,3.131,0,1,0,1,0,0,0,0
253,2.967,0,0,0,0,0,0,1,1
254,3.867,0,0,1,0,1,0,0,0
255,3.833,0,0,0,1,1,0,0,0
256,4.069,0,0,1,0,0,0,0,1
257,2.748,0,0,0,1,1,0,0,0
258,3.055,0,1,1,0,0,1,0,0
259,3.963,0,1,1,0,0,0,0,0
260,1.853,0,0,0,0,1,1,0,0
261,1.977,1,0,1,0,0,0,0,0
262,2.868,0,0,1,0,0,0,0,1
263,1.646,0,0,1,0,1,0,0,0
264,4.189,0,0,1,0,0,0,1,0
265,3.114,0,0,0,0,1,0,0,1
266,2.67,0,1,0,0,0,0,0,1
267,4.239,0,0,0,0,1,1,0,0
268,5.0,0,0,0,0,1,0,0,1
269,3.249,0,0,0,1,1,0,0,1
270,3.01,0,1,0,0,0,0,0,1
271,4.267,0,0,1,0,1,0,0,1
272,2.602,0,0,0,1,0,1,0,0
273,4.424,0,0,1,0,0,0,1,0
274,5.0,0,0,0,0,1,0,0,0
275,3.923,0,0,0,0,0,1,1,1
276,4.986,0,0,1,0,0,0,0,1
277,3.934,0,0,0,1,0,0,0,1
278,1.997,1,0,0,0,0,0,0,1
279,3.092,0,0,1,0,0,1,1,0
280,3.972,0,1,0,0,0,0,0,1
281,4.948,0,0,1,0,0,0,1,0
282,3.989,0,0,0,1,0,1,0,0
283,3.777,0,0,0,1,1,1,0,0
284,3.761,0,1,0,0,0,0,0,0
285,4.056,0,0,1,0,0,0,1,0
286,4.947,0,0,0,1,1,0,0,0
287,3.101,0,1,0,0,1,1,0,0
288,4.97,0,0,0,0,0,0,1,1
289,4.192,0,0,1,0,0,0,0,1
290,3.86,1,0,1,0,0,0,1,0
291,4.534,0,1,1,0,0,0,1,0
292,4.933,1,0,0,0,1,0,0,0
293,2.272,0,1,0,0,0,0,0,1
294,4.159,1,0,0,0,1,0,0,0
295,5.0,0,1,0,0,0,0,0,1
296,2.986,1,0,0,0,1,0,0,0
297,4.03,0,1,1,0,0,0,0,0
298,3.231,0,0,1,0,0,0,0,0
299,2.804,0,0,0,0,0,0,1,1
300,2.007,1,0,1,0,0,0,0,0
301,3.968,1,0,0,0,1,0,1,0
302,1.322,0,1,0,1,0,0,0,0
303,5.0,0,1,0,1,0,0,0,0
304,3.97,0,0,1,0,0,0,0,0
305,3.826,1,0,0,0,0,0,0,1
306,2.701,1,0,0,0,1,0,0,0
307,3.733,0,1,1,0,0,0,0,0
308,3.918,1,0,1,0,0,0,0,0
309,4.048,0,0,1,1,1,0,0,0
310,4.198,0,0,1,0,0,0,1,0
